R_version	name	version	date_time	hash	binary_location	status
4.2.2	rematch	1.0.1	2023-04-17T16:14:01Z	938d21df71ebf45e13fad23e2bf50a83	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rematch/1.0.1/938d21df71ebf45e13fad23e2bf50a83/rematch	available
4.2.2	rematch2	2.1.2	2023-04-17T16:14:01Z	4c5627771244d2c3214142034c3ee215	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rematch2/2.1.2/4c5627771244d2c3214142034c3ee215/rematch2	available
4.2.2	remotes	2.4.2	2023-04-17T16:14:02Z	ba60bfe55bcb12c506e27b07c46b9d2d	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/remotes/2.4.2/ba60bfe55bcb12c506e27b07c46b9d2d/remotes	available
4.2.2	renv	0.17.3	2023-04-17T16:14:03Z	0706728d3e39199480797f1ff470980a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/renv/0.17.3/0706728d3e39199480797f1ff470980a/renv	available
4.2.2	reprex	2.0.2	2023-04-17T16:14:03Z	2e15ae15d85e30bc24e8d939abfbc53d	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/reprex/2.0.2/2e15ae15d85e30bc24e8d939abfbc53d/reprex	available
4.2.2	reshape2	1.4.4	2023-04-17T16:14:04Z	39720d213d4c3a64d748877e39b1f569	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/reshape2/1.4.4/39720d213d4c3a64d748877e39b1f569/reshape2	available
4.2.2	rjson	0.2.21	2023-04-17T16:14:04Z	1b521892ad5e6ea0990c56830e1070ac	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rjson/0.2.21/1b521892ad5e6ea0990c56830e1070ac/rjson	available
4.2.2	rlang	1.0.6	2023-04-17T16:14:05Z	8866485e4ecb326d171f4142e2fa7e3a	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rlang/1.0.6/8866485e4ecb326d171f4142e2fa7e3a/rlang	available
4.2.2	rmarkdown	2.20	2023-04-17T16:14:08Z	6a7173f063200c55c41f0089f3c5bab1	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rmarkdown/2.20/6a7173f063200c55c41f0089f3c5bab1/rmarkdown	available
4.2.2	roxygen2	7.2.3	2023-04-17T16:14:10Z	671c45c810c91bdcd02472fba5657631	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/roxygen2/7.2.3/671c45c810c91bdcd02472fba5657631/roxygen2	available
4.2.2	rpart	4.1.19	2023-04-17T16:14:11Z	39f043415835b5041d1cbc1bf44f53fd	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rpart/4.1.19/39f043415835b5041d1cbc1bf44f53fd/rpart	available
4.2.2	rprojroot	2.0.3	2023-04-17T16:14:12Z	101973ffe830f25c2d14542ead1454f2	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rprojroot/2.0.3/101973ffe830f25c2d14542ead1454f2/rprojroot	available
4.2.2	rstudioapi	0.14	2023-04-17T16:14:12Z	da46ae515a8580029cea3eec19a3a433	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rstudioapi/0.14/da46ae515a8580029cea3eec19a3a433/rstudioapi	available
4.2.2	rtf	0.4.14.1	2023-04-17T16:14:13Z	8dc4c36d5af58670f9e7c21670a59162	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rtf/0.4-14.1/8dc4c36d5af58670f9e7c21670a59162/rtf	available
4.2.2	rversions	2.1.2	2023-04-17T16:14:13Z	7e95e9588edc69cfa208f888360a10ef	D:/My OSU Academics/Summer2023/DataScience/Week1/Cache/r_4_2_cache/library/rversions/2.1.2/7e95e9588edc69cfa208f888360a10ef/rversions	available
